video_id,video_path
1mdMhaq5p4w.002,train/1mdMhaq5p4w.002.mp4
1mdMhaq5p4w.004,train/1mdMhaq5p4w.004.mp4
1mdMhaq5p4w.005,train/1mdMhaq5p4w.005.mp4
1mfrM-FT-5E.000,train/1mfrM-FT-5E.000.mp4
1mHjMNZZvFo.000,train/1mHjMNZZvFo.000.mp4
1mHjMNZZvFo.003,train/1mHjMNZZvFo.003.mp4
1mHjMNZZvFo.004,train/1mHjMNZZvFo.004.mp4
1mHjMNZZvFo.005,train/1mHjMNZZvFo.005.mp4
1mODTfLRGdI.000,train/1mODTfLRGdI.000.mp4
1mODTfLRGdI.001,train/1mODTfLRGdI.001.mp4
1mODTfLRGdI.003,train/1mODTfLRGdI.003.mp4
1mReUxIEuw0.000,train/1mReUxIEuw0.000.mp4
1mReUxIEuw0.005,train/1mReUxIEuw0.005.mp4
1OGu_7IljCo.004,train/1OGu_7IljCo.004.mp4
1pm5uoU85FI.000,train/1pm5uoU85FI.000.mp4
1pm5uoU85FI.001,train/1pm5uoU85FI.001.mp4
1pm5uoU85FI.003,train/1pm5uoU85FI.003.mp4
1q-N_zbsAg0.000,train/1q-N_zbsAg0.000.mp4
1q-N_zbsAg0.001,train/1q-N_zbsAg0.001.mp4
1q-N_zbsAg0.003,train/1q-N_zbsAg0.003.mp4
1q-N_zbsAg0.004,train/1q-N_zbsAg0.004.mp4
1RMdiCbNNh4.003,train/1RMdiCbNNh4.003.mp4
1RMdiCbNNh4.005,train/1RMdiCbNNh4.005.mp4
1S0SxmfbOus.002,train/1S0SxmfbOus.002.mp4
1sjXuXtx9-E.000,train/1sjXuXtx9-E.000.mp4
1tPH6PNeOSk.002,train/1tPH6PNeOSk.002.mp4
1tPH6PNeOSk.004,train/1tPH6PNeOSk.004.mp4
1UaqZEUUk9I.000,train/1UaqZEUUk9I.000.mp4
1UaqZEUUk9I.002,train/1UaqZEUUk9I.002.mp4
1uCO2d0pFg0.000,train/1uCO2d0pFg0.000.mp4
1W7XLdNpEgc.001,train/1W7XLdNpEgc.001.mp4
1W7XLdNpEgc.005,train/1W7XLdNpEgc.005.mp4
1Wh2mIFrGvk.001,train/1Wh2mIFrGvk.001.mp4
1wWMWbl6ILg.004,train/1wWMWbl6ILg.004.mp4
1XqMZQu_pP4.002,train/1XqMZQu_pP4.002.mp4
1yIGI42lzak.001,train/1yIGI42lzak.001.mp4
1yIGI42lzak.002,train/1yIGI42lzak.002.mp4
1yIGI42lzak.003,train/1yIGI42lzak.003.mp4
1yIGI42lzak.005,train/1yIGI42lzak.005.mp4
1yjRBwUiYxs.005,train/1yjRBwUiYxs.005.mp4
1YsZ4GPpyBA.004,train/1YsZ4GPpyBA.004.mp4
1YsZ4GPpyBA.005,train/1YsZ4GPpyBA.005.mp4
1ZqHFoxLz54.000,train/1ZqHFoxLz54.000.mp4
2-LDYe7OXZU.000,train/2-LDYe7OXZU.000.mp4
2-LDYe7OXZU.001,train/2-LDYe7OXZU.001.mp4
2-LDYe7OXZU.003,train/2-LDYe7OXZU.003.mp4
2-LDYe7OXZU.005,train/2-LDYe7OXZU.005.mp4
26ZnknvfdNM.001,train/26ZnknvfdNM.001.mp4
26ZnknvfdNM.002,train/26ZnknvfdNM.002.mp4
26ZnknvfdNM.003,train/26ZnknvfdNM.003.mp4
26ZnknvfdNM.004,train/26ZnknvfdNM.004.mp4
29UCGJldICw.005,train/29UCGJldICw.005.mp4
2_OOIcYfLV0.003,train/2_OOIcYfLV0.003.mp4
2AV8m02PjdU.000,train/2AV8m02PjdU.000.mp4
2AV8m02PjdU.002,train/2AV8m02PjdU.002.mp4
2AV8m02PjdU.003,train/2AV8m02PjdU.003.mp4
2AYq7CdNXNo.000,train/2AYq7CdNXNo.000.mp4
2AYq7CdNXNo.001,train/2AYq7CdNXNo.001.mp4
2AYq7CdNXNo.003,train/2AYq7CdNXNo.003.mp4
2AYq7CdNXNo.004,train/2AYq7CdNXNo.004.mp4
2bAsXLQjlt8.001,train/2bAsXLQjlt8.001.mp4
2bAsXLQjlt8.002,train/2bAsXLQjlt8.002.mp4
2bAsXLQjlt8.004,train/2bAsXLQjlt8.004.mp4
2bAsXLQjlt8.005,train/2bAsXLQjlt8.005.mp4
2ceHmUmguzk.000,train/2ceHmUmguzk.000.mp4
2ceHmUmguzk.001,train/2ceHmUmguzk.001.mp4
2ceHmUmguzk.002,train/2ceHmUmguzk.002.mp4
2ceHmUmguzk.005,train/2ceHmUmguzk.005.mp4
2d6btbaNdfo.004,train/2d6btbaNdfo.004.mp4
2DZb5yIc6Fg.001,train/2DZb5yIc6Fg.001.mp4
2DZb5yIc6Fg.002,train/2DZb5yIc6Fg.002.mp4
2DZb5yIc6Fg.003,train/2DZb5yIc6Fg.003.mp4
2f7rLXwzP3s.000,train/2f7rLXwzP3s.000.mp4
2f7rLXwzP3s.002,train/2f7rLXwzP3s.002.mp4
2Fgn78rYjPM.005,train/2Fgn78rYjPM.005.mp4
2fzLibPAtvI.004,train/2fzLibPAtvI.004.mp4
2fzLibPAtvI.005,train/2fzLibPAtvI.005.mp4
2GHz8LYflE0.000,train/2GHz8LYflE0.000.mp4
2HE6cw3HFPk.001,train/2HE6cw3HFPk.001.mp4
2HE6cw3HFPk.003,train/2HE6cw3HFPk.003.mp4
2hhqEWiv4eI.000,train/2hhqEWiv4eI.000.mp4
2hhqEWiv4eI.001,train/2hhqEWiv4eI.001.mp4
2hhqEWiv4eI.002,train/2hhqEWiv4eI.002.mp4
2hhqEWiv4eI.004,train/2hhqEWiv4eI.004.mp4
2IwWILRuuNU.003,train/2IwWILRuuNU.003.mp4
2IwWILRuuNU.004,train/2IwWILRuuNU.004.mp4
2IwWILRuuNU.005,train/2IwWILRuuNU.005.mp4
2kqPuht5jTg.002,train/2kqPuht5jTg.002.mp4
2kqPuht5jTg.004,train/2kqPuht5jTg.004.mp4
2kqPuht5jTg.005,train/2kqPuht5jTg.005.mp4
2KSBoJZMcMU.003,train/2KSBoJZMcMU.003.mp4
2KSBoJZMcMU.004,train/2KSBoJZMcMU.004.mp4
2KSBoJZMcMU.005,train/2KSBoJZMcMU.005.mp4
2Lgd2Ye-1L8.000,train/2Lgd2Ye-1L8.000.mp4
2mfmw63l88g.001,train/2mfmw63l88g.001.mp4
2mfmw63l88g.003,train/2mfmw63l88g.003.mp4
2mfmw63l88g.004,train/2mfmw63l88g.004.mp4
2mfmw63l88g.005,train/2mfmw63l88g.005.mp4
2mgj9ncREyA.000,train/2mgj9ncREyA.000.mp4
2mgj9ncREyA.005,train/2mgj9ncREyA.005.mp4
2NNYN1ZCJhw.003,train/2NNYN1ZCJhw.003.mp4
2OAA4slRc5M.004,train/2OAA4slRc5M.004.mp4
2oEUp9sGRGk.000,train/2oEUp9sGRGk.000.mp4
2oEUp9sGRGk.001,train/2oEUp9sGRGk.001.mp4
2oiXF5_gTyk.001,train/2oiXF5_gTyk.001.mp4
2oiXF5_gTyk.002,train/2oiXF5_gTyk.002.mp4
2oiXF5_gTyk.003,train/2oiXF5_gTyk.003.mp4
2P1FbMJLUAs.000,train/2P1FbMJLUAs.000.mp4
2P1FbMJLUAs.003,train/2P1FbMJLUAs.003.mp4
2P1FbMJLUAs.005,train/2P1FbMJLUAs.005.mp4
2pNKs0i3YkY.002,train/2pNKs0i3YkY.002.mp4
2PSGksTyrnI.001,train/2PSGksTyrnI.001.mp4
2PSGksTyrnI.003,train/2PSGksTyrnI.003.mp4
2PSGksTyrnI.004,train/2PSGksTyrnI.004.mp4
2PSGksTyrnI.005,train/2PSGksTyrnI.005.mp4
2q7ZwMoPvok.000,train/2q7ZwMoPvok.000.mp4
2q8orkMs2Jg.000,train/2q8orkMs2Jg.000.mp4
2q8orkMs2Jg.003,train/2q8orkMs2Jg.003.mp4
2q8orkMs2Jg.005,train/2q8orkMs2Jg.005.mp4
2r5NVi3SZ2I.000,train/2r5NVi3SZ2I.000.mp4
2RQGNwx_nlI.000,train/2RQGNwx_nlI.000.mp4
2rV3Ibtdnvs.000,train/2rV3Ibtdnvs.000.mp4
2SzC9dm4Yy4.002,train/2SzC9dm4Yy4.002.mp4
2T3oK1Gse2g.000,train/2T3oK1Gse2g.000.mp4
2T3oK1Gse2g.002,train/2T3oK1Gse2g.002.mp4
2TbU3Eg2i4A.003,train/2TbU3Eg2i4A.003.mp4
2TbU3Eg2i4A.004,train/2TbU3Eg2i4A.004.mp4
2TbU3Eg2i4A.005,train/2TbU3Eg2i4A.005.mp4
2TMl5EMrdVI.002,train/2TMl5EMrdVI.002.mp4
2TMl5EMrdVI.003,train/2TMl5EMrdVI.003.mp4
2TMl5EMrdVI.004,train/2TMl5EMrdVI.004.mp4
2TMl5EMrdVI.005,train/2TMl5EMrdVI.005.mp4
2TXrDZgbDHE.001,train/2TXrDZgbDHE.001.mp4
2TXrDZgbDHE.005,train/2TXrDZgbDHE.005.mp4
2uAJJH7B5aw.000,train/2uAJJH7B5aw.000.mp4
2uAJJH7B5aw.001,train/2uAJJH7B5aw.001.mp4
2uAJJH7B5aw.003,train/2uAJJH7B5aw.003.mp4
2UqnC_rFcRQ.001,train/2UqnC_rFcRQ.001.mp4
2UqnC_rFcRQ.002,train/2UqnC_rFcRQ.002.mp4
2UqnC_rFcRQ.003,train/2UqnC_rFcRQ.003.mp4
2WuhWF4fAOQ.001,train/2WuhWF4fAOQ.001.mp4
2WuhWF4fAOQ.002,train/2WuhWF4fAOQ.002.mp4
2WuhWF4fAOQ.003,train/2WuhWF4fAOQ.003.mp4
2WuhWF4fAOQ.004,train/2WuhWF4fAOQ.004.mp4
2x8GZaBY6TM.001,train/2x8GZaBY6TM.001.mp4
2x8GZaBY6TM.002,train/2x8GZaBY6TM.002.mp4
2x8GZaBY6TM.003,train/2x8GZaBY6TM.003.mp4
2yUnXroXyeI.003,train/2yUnXroXyeI.003.mp4
300gK3CnzW0.000,train/300gK3CnzW0.000.mp4
300gK3CnzW0.002,train/300gK3CnzW0.002.mp4
300gK3CnzW0.004,train/300gK3CnzW0.004.mp4
32XmVytuwQc.001,train/32XmVytuwQc.001.mp4
35-2f1y0guA.000,train/35-2f1y0guA.000.mp4
36NZ0sHWQFg.001,train/36NZ0sHWQFg.001.mp4
36sZ__mv_KY.003,train/36sZ__mv_KY.003.mp4
38fE5B4ghw0.000,train/38fE5B4ghw0.000.mp4
38fE5B4ghw0.002,train/38fE5B4ghw0.002.mp4
38fE5B4ghw0.003,train/38fE5B4ghw0.003.mp4
38fE5B4ghw0.004,train/38fE5B4ghw0.004.mp4
38fE5B4ghw0.005,train/38fE5B4ghw0.005.mp4
39BJkEXJpgc.001,train/39BJkEXJpgc.001.mp4
39BJkEXJpgc.003,train/39BJkEXJpgc.003.mp4
39BJkEXJpgc.005,train/39BJkEXJpgc.005.mp4
39o1zJFeM7E.001,train/39o1zJFeM7E.001.mp4
39o1zJFeM7E.002,train/39o1zJFeM7E.002.mp4
39o1zJFeM7E.003,train/39o1zJFeM7E.003.mp4
39o1zJFeM7E.004,train/39o1zJFeM7E.004.mp4
3AyjQQYmqU4.000,train/3AyjQQYmqU4.000.mp4
3AyjQQYmqU4.001,train/3AyjQQYmqU4.001.mp4
3AyjQQYmqU4.003,train/3AyjQQYmqU4.003.mp4
3b9fhd-EDaY.001,train/3b9fhd-EDaY.001.mp4
3ccY8jYkI5o.000,train/3ccY8jYkI5o.000.mp4
3ccY8jYkI5o.002,train/3ccY8jYkI5o.002.mp4
3ccY8jYkI5o.004,train/3ccY8jYkI5o.004.mp4
3ccY8jYkI5o.005,train/3ccY8jYkI5o.005.mp4
3df_Uk9EmwU.000,train/3df_Uk9EmwU.000.mp4
3df_Uk9EmwU.001,train/3df_Uk9EmwU.001.mp4
3df_Uk9EmwU.004,train/3df_Uk9EmwU.004.mp4
3df_Uk9EmwU.005,train/3df_Uk9EmwU.005.mp4
3DURnr95fMg.000,train/3DURnr95fMg.000.mp4
3DURnr95fMg.002,train/3DURnr95fMg.002.mp4
3DURnr95fMg.004,train/3DURnr95fMg.004.mp4
3g6Ab-BIbR4.001,train/3g6Ab-BIbR4.001.mp4
3gKpBq-1yG4.000,train/3gKpBq-1yG4.000.mp4
3gKpBq-1yG4.001,train/3gKpBq-1yG4.001.mp4
3gKpBq-1yG4.002,train/3gKpBq-1yG4.002.mp4
3gKpBq-1yG4.003,train/3gKpBq-1yG4.003.mp4
3gKpBq-1yG4.004,train/3gKpBq-1yG4.004.mp4
3gKpBq-1yG4.005,train/3gKpBq-1yG4.005.mp4
3gmc2kLV4Bo.002,train/3gmc2kLV4Bo.002.mp4
3GylAjrajHs.003,train/3GylAjrajHs.003.mp4
3GylAjrajHs.004,train/3GylAjrajHs.004.mp4
3HA2W1s4oP8.000,train/3HA2W1s4oP8.000.mp4
3HA2W1s4oP8.001,train/3HA2W1s4oP8.001.mp4
3HA2W1s4oP8.002,train/3HA2W1s4oP8.002.mp4
3HA2W1s4oP8.003,train/3HA2W1s4oP8.003.mp4
3hKgh9AB3tk.001,train/3hKgh9AB3tk.001.mp4
3hKgh9AB3tk.002,train/3hKgh9AB3tk.002.mp4
3hKgh9AB3tk.005,train/3hKgh9AB3tk.005.mp4
3J7Cl3FXs1o.001,train/3J7Cl3FXs1o.001.mp4
3J7Cl3FXs1o.004,train/3J7Cl3FXs1o.004.mp4
3JAFkk42zPs.004,train/3JAFkk42zPs.004.mp4
3JAFkk42zPs.005,train/3JAFkk42zPs.005.mp4
3JzvXA-Zfbs.000,train/3JzvXA-Zfbs.000.mp4
3JzvXA-Zfbs.001,train/3JzvXA-Zfbs.001.mp4
3JzvXA-Zfbs.002,train/3JzvXA-Zfbs.002.mp4
3JzvXA-Zfbs.003,train/3JzvXA-Zfbs.003.mp4
3K16KyiAZHw.004,train/3K16KyiAZHw.004.mp4
3LAaFUSGvsU.001,train/3LAaFUSGvsU.001.mp4
3LAaFUSGvsU.003,train/3LAaFUSGvsU.003.mp4
3LAaFUSGvsU.004,train/3LAaFUSGvsU.004.mp4
3lV-sr3NOUo.003,train/3lV-sr3NOUo.003.mp4
3lV-sr3NOUo.004,train/3lV-sr3NOUo.004.mp4
3nxH1f6IQjQ.000,train/3nxH1f6IQjQ.000.mp4
3OoQBXWTGfE.000,train/3OoQBXWTGfE.000.mp4
3OoQBXWTGfE.001,train/3OoQBXWTGfE.001.mp4
3OoQBXWTGfE.002,train/3OoQBXWTGfE.002.mp4
3OoQBXWTGfE.004,train/3OoQBXWTGfE.004.mp4
3orJLMVqWYw.000,train/3orJLMVqWYw.000.mp4
3orJLMVqWYw.004,train/3orJLMVqWYw.004.mp4
3P_D_bd-_NM.000,train/3P_D_bd-_NM.000.mp4
3P_D_bd-_NM.001,train/3P_D_bd-_NM.001.mp4
3P_D_bd-_NM.003,train/3P_D_bd-_NM.003.mp4
3P_D_bd-_NM.005,train/3P_D_bd-_NM.005.mp4
3pJZOCtAzYE.001,train/3pJZOCtAzYE.001.mp4
3Q3SB1dVAng.000,train/3Q3SB1dVAng.000.mp4
3Q3SB1dVAng.001,train/3Q3SB1dVAng.001.mp4
3Q3SB1dVAng.002,train/3Q3SB1dVAng.002.mp4
3Q3SB1dVAng.003,train/3Q3SB1dVAng.003.mp4
3Q3SB1dVAng.005,train/3Q3SB1dVAng.005.mp4
3R2LrAKCWr8.001,train/3R2LrAKCWr8.001.mp4
3R2LrAKCWr8.002,train/3R2LrAKCWr8.002.mp4
3RhBqNzCMG8.001,train/3RhBqNzCMG8.001.mp4
