video_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
jpRnHWTLDUs.003,0.7777777777777777,0.6310679611650486,0.5233644859813085,0.6373626373626373,0.5520833333333334
6xlHkQDHxbs.000,0.5777777777777777,0.36893203883495146,0.4018691588785047,0.4945054945054945,0.4375
XcEFSi3uaJM.002,0.6777777777777777,0.4174757281553398,0.5794392523364487,0.6703296703296703,0.5520833333333334
TQHzCznQ14Y.003,0.5777777777777777,0.42718446601941745,0.5327102803738318,0.4615384615384615,0.46875
Yj36y7ELRZE.004,0.5444444444444444,0.5242718446601942,0.3271028037383178,0.3956043956043956,0.3125
38fE5B4ghw0.000,0.6777777777777777,0.4854368932038835,0.4579439252336449,0.4395604395604395,0.5208333333333334
_ztmNiy8D3c.003,0.3111111111111111,0.35922330097087385,0.4205607476635514,0.3626373626373627,0.3854166666666667
ZRl_k6DzTeI.001,0.7222222222222221,0.2912621359223301,0.4672897196261683,0.3846153846153846,0.5208333333333334
4JjpfL4y3XM.000,0.7,0.6504854368932039,0.5794392523364487,0.5494505494505494,0.6041666666666666
qktahyrtrFs.000,0.6222222222222222,0.5242718446601942,0.588785046728972,0.7582417582417583,0.625
BS0wgLXqFgc.003,0.6888888888888889,0.6019417475728155,0.6542056074766356,0.6923076923076923,0.6041666666666666
9hqH1PJ6cG8.001,0.4,0.2912621359223301,0.39252336448598135,0.5164835164835165,0.40625000000000006
EvZ0esZgPK4.001,0.33333333333333337,0.6116504854368932,0.25233644859813087,0.4175824175824176,0.3333333333333333
pJGLxS81YBc.004,0.2,0.21359223300970873,0.17757009345794392,0.23076923076923075,0.1666666666666666
VNK6LQHh25w.004,0.4222222222222222,0.4466019417475728,0.29906542056074764,0.32967032967032966,0.4375
3HA2W1s4oP8.003,0.5444444444444444,0.5145631067961165,0.4205607476635514,0.5714285714285714,0.5104166666666666
bYXRyimxh7A.004,0.5444444444444444,0.6019417475728155,0.4579439252336449,0.5494505494505494,0.5
tomb22yfjTc.002,0.3666666666666667,0.4466019417475728,0.30841121495327106,0.3626373626373627,0.4791666666666667
xsLvl2qGrxU.000,0.6222222222222222,0.7475728155339806,0.6822429906542057,0.7472527472527474,0.625
TEGJrmNFvXY.001,0.6333333333333333,0.5339805825242718,0.4392523364485981,0.5824175824175825,0.35416666666666663
Z3FdUfZLHyw.001,0.3555555555555556,0.18446601941747573,0.30841121495327106,0.3846153846153846,0.35416666666666663
Lj1WuMXFa-4.004,0.6222222222222222,0.4854368932038835,0.4392523364485981,0.4505494505494505,0.45833333333333337
IL5VgGakSNw.005,0.6333333333333333,0.7087378640776699,0.37383177570093457,0.5714285714285714,0.5833333333333333
nBjBfN9SbpM.002,0.611111111111111,0.3300970873786408,0.39252336448598135,0.5164835164835165,0.5520833333333334
p6UMx8dwHZQ.003,0.45555555555555555,0.4660194174757281,0.26168224299065423,0.24175824175824176,0.25
vAEqpUwBMJQ.005,0.5111111111111111,0.6504854368932039,0.35514018691588783,0.5934065934065933,0.5
6TkMavTyimI.001,0.5444444444444444,0.7184466019417477,0.4112149532710281,0.6373626373626373,0.5208333333333334
Dgo98-sCd1w.002,0.6,0.6116504854368932,0.47663551401869164,0.6923076923076923,0.6041666666666666
c4YxfATgYkw.002,0.5555555555555556,0.5825242718446602,0.6168224299065421,0.6373626373626373,0.3333333333333333
Kbcvurfuvhk.002,0.5333333333333333,0.5533980582524272,0.4299065420560748,0.6263736263736264,0.53125
L-C1blPD_ec.000,0.4222222222222222,0.4174757281553398,0.28037383177570097,0.4065934065934066,0.4479166666666667
0FVu7VKIg2s.000,0.5,0.4174757281553398,0.39252336448598135,0.4835164835164835,0.4895833333333333
ZNRfeL8nPfw.005,0.711111111111111,0.7961165048543688,0.6261682242990655,0.813186813186813,0.65625
3WmWJ1lNy-U.001,0.43333333333333335,0.3980582524271845,0.4485981308411215,0.4615384615384615,0.37499999999999994
