video_id,video_path
qrjx2kxg6M4.002,train/qrjx2kxg6M4.002.mp4
8hW6WfYBP18.005,train/8hW6WfYBP18.005.mp4
z_W8_j7CB2A.000,train/z_W8_j7CB2A.000.mp4
ipP--IqIuWU.001,train/ipP--IqIuWU.001.mp4
_tOtBfJlWFs.000,train/_tOtBfJlWFs.000.mp4
XvV4YdhpC2w.002,train/XvV4YdhpC2w.002.mp4
3P_D_bd-_NM.000,train/3P_D_bd-_NM.000.mp4
TUaOp5eIU2c.001,train/TUaOp5eIU2c.001.mp4
NBacfF-K2eQ.000,train/NBacfF-K2eQ.000.mp4
P0a209IS614.005,train/P0a209IS614.005.mp4
3K16KyiAZHw.004,train/3K16KyiAZHw.004.mp4
gLtvOEy7m8Q.005,train/gLtvOEy7m8Q.005.mp4
PRplbrM70sg.004,train/PRplbrM70sg.004.mp4
2kqPuht5jTg.002,train/2kqPuht5jTg.002.mp4
Wx_oe0SxD9w.000,train/Wx_oe0SxD9w.000.mp4
zMXfMcqpPwQ.001,train/zMXfMcqpPwQ.001.mp4
I_ncZcYgFjw.000,train/I_ncZcYgFjw.000.mp4
9o10YrQykMk.003,train/9o10YrQykMk.003.mp4
WMp0lsXbOqM.003,train/WMp0lsXbOqM.003.mp4
IQdz0Pd-L2Y.004,train/IQdz0Pd-L2Y.004.mp4
yftfxiDNXko.002,train/yftfxiDNXko.002.mp4
hF3yR5rmga8.001,train/hF3yR5rmga8.001.mp4
Rp_gyvKE4hI.005,train/Rp_gyvKE4hI.005.mp4
P6g1mZ3f76U.002,train/P6g1mZ3f76U.002.mp4
AJIphVRpYrg.005,train/AJIphVRpYrg.005.mp4
j5fXaXrNPoA.004,train/j5fXaXrNPoA.004.mp4
kzDQXSGGomg.004,train/kzDQXSGGomg.004.mp4
0G9vplL8ae8.003,train/0G9vplL8ae8.003.mp4
jpRnHWTLDUs.003,train/jpRnHWTLDUs.003.mp4
6xlHkQDHxbs.000,train/6xlHkQDHxbs.000.mp4
XcEFSi3uaJM.002,train/XcEFSi3uaJM.002.mp4
TQHzCznQ14Y.003,train/TQHzCznQ14Y.003.mp4
Yj36y7ELRZE.004,train/Yj36y7ELRZE.004.mp4
38fE5B4ghw0.000,train/38fE5B4ghw0.000.mp4
_ztmNiy8D3c.003,train/_ztmNiy8D3c.003.mp4
ZRl_k6DzTeI.001,train/ZRl_k6DzTeI.001.mp4
4JjpfL4y3XM.000,train/4JjpfL4y3XM.000.mp4
qktahyrtrFs.000,train/qktahyrtrFs.000.mp4
BS0wgLXqFgc.003,train/BS0wgLXqFgc.003.mp4
9hqH1PJ6cG8.001,train/9hqH1PJ6cG8.001.mp4
EvZ0esZgPK4.001,train/EvZ0esZgPK4.001.mp4
pJGLxS81YBc.004,train/pJGLxS81YBc.004.mp4
VNK6LQHh25w.004,train/VNK6LQHh25w.004.mp4
3HA2W1s4oP8.003,train/3HA2W1s4oP8.003.mp4
bYXRyimxh7A.004,train/bYXRyimxh7A.004.mp4
tomb22yfjTc.002,train/tomb22yfjTc.002.mp4
xsLvl2qGrxU.000,train/xsLvl2qGrxU.000.mp4
TEGJrmNFvXY.001,train/TEGJrmNFvXY.001.mp4
Z3FdUfZLHyw.001,train/Z3FdUfZLHyw.001.mp4
Lj1WuMXFa-4.004,train/Lj1WuMXFa-4.004.mp4
IL5VgGakSNw.005,train/IL5VgGakSNw.005.mp4
nBjBfN9SbpM.002,train/nBjBfN9SbpM.002.mp4
p6UMx8dwHZQ.003,train/p6UMx8dwHZQ.003.mp4
vAEqpUwBMJQ.005,train/vAEqpUwBMJQ.005.mp4
6TkMavTyimI.001,train/6TkMavTyimI.001.mp4
Dgo98-sCd1w.002,train/Dgo98-sCd1w.002.mp4
c4YxfATgYkw.002,train/c4YxfATgYkw.002.mp4
Kbcvurfuvhk.002,train/Kbcvurfuvhk.002.mp4
L-C1blPD_ec.000,train/L-C1blPD_ec.000.mp4
0FVu7VKIg2s.000,train/0FVu7VKIg2s.000.mp4
ZNRfeL8nPfw.005,train/ZNRfeL8nPfw.005.mp4
3WmWJ1lNy-U.001,train/3WmWJ1lNy-U.001.mp4
