video_id,video_path,openness,conscientiousness,extraversion,agreeableness,neuroticism
fEZrAGQoh_g.001,train/fEZrAGQoh_g.001.mp4,0.4888888888888889,0.5728155339805825,0.4018691588785047,0.5164835164835165,0.5
Q5h34e5xM0Q.000,train/Q5h34e5xM0Q.000.mp4,0.6444444444444444,0.3300970873786408,0.4205607476635514,0.5054945054945055,0.5208333333333334
L-C1blPD_ec.000,train/L-C1blPD_ec.000.mp4,0.4222222222222222,0.4174757281553398,0.28037383177570097,0.4065934065934066,0.4479166666666667
VNK6LQHh25w.004,train/VNK6LQHh25w.004.mp4,0.4222222222222222,0.4466019417475728,0.29906542056074764,0.32967032967032966,0.4375
gLtvOEy7m8Q.005,train/gLtvOEy7m8Q.005.mp4,0.7222222222222221,0.6990291262135921,0.5140186915887851,0.6483516483516484,0.7395833333333333
tomb22yfjTc.002,train/tomb22yfjTc.002.mp4,0.3666666666666667,0.4466019417475728,0.30841121495327106,0.3626373626373627,0.4791666666666667
bzaOB8BoWPU.000,train/bzaOB8BoWPU.000.mp4,0.5888888888888889,0.5339805825242718,0.5327102803738318,0.5384615384615384,0.5
Lj1WuMXFa-4.004,train/Lj1WuMXFa-4.004.mp4,0.6222222222222222,0.4854368932038835,0.4392523364485981,0.4505494505494505,0.45833333333333337
shtirfEzWFA.002,train/shtirfEzWFA.002.mp4,0.41111111111111115,0.3883495145631068,0.25233644859813087,0.3846153846153846,0.2708333333333333
Ui1ajQU5Ib8.005,train/Ui1ajQU5Ib8.005.mp4,0.5,0.5242718446601942,0.36448598130841126,0.3846153846153846,0.32291666666666663
P0a209IS614.005,train/P0a209IS614.005.mp4,0.5888888888888889,0.8543689320388351,0.4205607476635514,0.7582417582417583,0.6354166666666666
hF3yR5rmga8.001,train/hF3yR5rmga8.001.mp4,0.811111111111111,0.7184466019417477,0.7757009345794394,0.6483516483516484,0.84375
j5fXaXrNPoA.004,train/j5fXaXrNPoA.004.mp4,0.5333333333333333,0.5339805825242718,0.4205607476635514,0.6263736263736264,0.4895833333333333
4JjpfL4y3XM.000,train/4JjpfL4y3XM.000.mp4,0.7,0.6504854368932039,0.5794392523364487,0.5494505494505494,0.6041666666666666
3P_D_bd-_NM.000,train/3P_D_bd-_NM.000.mp4,0.5888888888888889,0.47572815533980584,0.6542056074766356,0.7802197802197802,0.4375
ZNRfeL8nPfw.005,train/ZNRfeL8nPfw.005.mp4,0.711111111111111,0.7961165048543688,0.6261682242990655,0.813186813186813,0.65625
Wx_oe0SxD9w.000,train/Wx_oe0SxD9w.000.mp4,0.6222222222222222,0.6310679611650486,0.6261682242990655,0.5934065934065933,0.6041666666666666
TEGJrmNFvXY.001,train/TEGJrmNFvXY.001.mp4,0.6333333333333333,0.5339805825242718,0.4392523364485981,0.5824175824175825,0.35416666666666663
cQRFb-xa4Vc.005,train/cQRFb-xa4Vc.005.mp4,0.33333333333333337,0.5631067961165048,0.38317757009345793,0.4175824175824176,0.53125
RsYSOFRFszk.001,train/RsYSOFRFszk.001.mp4,0.5888888888888889,0.35922330097087385,0.38317757009345793,0.4945054945054945,0.4895833333333333
1eOvtoZCie8.004,train/1eOvtoZCie8.004.mp4,0.6666666666666666,0.5339805825242718,0.4953271028037384,0.5934065934065933,0.5625
8hW6WfYBP18.005,train/8hW6WfYBP18.005.mp4,0.4222222222222222,0.3883495145631068,0.4299065420560748,0.29670329670329665,0.40625000000000006
z_W8_j7CB2A.000,train/z_W8_j7CB2A.000.mp4,0.1888888888888889,0.17475728155339804,0.10280373831775697,0.2857142857142857,0.32291666666666663
V1TjmLtgNm0.005,train/V1TjmLtgNm0.005.mp4,0.6555555555555556,0.6116504854368932,0.5607476635514019,0.4725274725274725,0.3645833333333333
jpRnHWTLDUs.003,train/jpRnHWTLDUs.003.mp4,0.7777777777777777,0.6310679611650486,0.5233644859813085,0.6373626373626373,0.5520833333333334
P6g1mZ3f76U.002,train/P6g1mZ3f76U.002.mp4,0.611111111111111,0.7378640776699029,0.4205607476635514,0.6813186813186812,0.4895833333333333
Rp_gyvKE4hI.005,train/Rp_gyvKE4hI.005.mp4,0.4888888888888889,0.4368932038834952,0.29906542056074764,0.4175824175824176,0.32291666666666663
merppcmY6y0.000,train/merppcmY6y0.000.mp4,0.38888888888888895,0.33980582524271846,0.26168224299065423,0.4505494505494505,0.34374999999999994
nOFHZ_s7Et4.001,train/nOFHZ_s7Et4.001.mp4,0.6888888888888889,0.5339805825242718,0.6542056074766356,0.5494505494505494,0.7291666666666667
3WmWJ1lNy-U.001,train/3WmWJ1lNy-U.001.mp4,0.43333333333333335,0.3980582524271845,0.4485981308411215,0.4615384615384615,0.37499999999999994
NBacfF-K2eQ.000,train/NBacfF-K2eQ.000.mp4,0.2,0.3203883495145631,0.24299065420560748,0.25274725274725274,0.28125
VIhStXxpAr0.003,train/VIhStXxpAr0.003.mp4,0.4222222222222222,0.31067961165048547,0.37383177570093457,0.5384615384615384,0.3333333333333333
2kqPuht5jTg.002,train/2kqPuht5jTg.002.mp4,0.6666666666666666,0.7281553398058251,0.7663551401869159,0.813186813186813,0.7604166666666666
tw6lY2ptkvo.002,train/tw6lY2ptkvo.002.mp4,0.6666666666666666,0.6019417475728155,0.5327102803738318,0.5604395604395604,0.5416666666666666
qrjx2kxg6M4.002,train/qrjx2kxg6M4.002.mp4,0.6666666666666666,0.6407766990291262,0.5700934579439253,0.6923076923076923,0.6041666666666666
yftfxiDNXko.002,train/yftfxiDNXko.002.mp4,0.45555555555555555,0.4368932038834952,0.4485981308411215,0.5604395604395604,0.4166666666666667
XcEFSi3uaJM.002,train/XcEFSi3uaJM.002.mp4,0.6777777777777777,0.4174757281553398,0.5794392523364487,0.6703296703296703,0.5520833333333334
vqF65-bFHKM.004,train/vqF65-bFHKM.004.mp4,0.5888888888888889,0.5145631067961165,0.5327102803738318,0.6373626373626373,0.5625
AJIphVRpYrg.005,train/AJIphVRpYrg.005.mp4,0.711111111111111,0.5145631067961165,0.588785046728972,0.6483516483516484,0.5520833333333334
wTo1uZns2X8.005,train/wTo1uZns2X8.005.mp4,0.2,0.3203883495145631,0.22429906542056074,0.4835164835164835,0.37499999999999994
s0pgZM5G6ds.003,train/s0pgZM5G6ds.003.mp4,0.33333333333333337,0.4077669902912622,0.39252336448598135,0.3736263736263736,0.40625000000000006
xmD4FKMq2rk.001,train/xmD4FKMq2rk.001.mp4,0.5,0.5436893203883495,0.33644859813084116,0.5494505494505494,0.53125
6xlHkQDHxbs.000,train/6xlHkQDHxbs.000.mp4,0.5777777777777777,0.36893203883495146,0.4018691588785047,0.4945054945054945,0.4375
bYXRyimxh7A.004,train/bYXRyimxh7A.004.mp4,0.5444444444444444,0.6019417475728155,0.4579439252336449,0.5494505494505494,0.5
Os7L5C-i9Fw.003,train/Os7L5C-i9Fw.003.mp4,0.3111111111111111,0.5339805825242718,0.2149532710280374,0.4615384615384615,0.45833333333333337
pJGLxS81YBc.004,train/pJGLxS81YBc.004.mp4,0.2,0.21359223300970873,0.17757009345794392,0.23076923076923075,0.1666666666666666
XvV4YdhpC2w.002,train/XvV4YdhpC2w.002.mp4,0.5444444444444444,0.5145631067961165,0.48598130841121495,0.7032967032967032,0.5104166666666666
p6UMx8dwHZQ.003,train/p6UMx8dwHZQ.003.mp4,0.45555555555555555,0.4660194174757281,0.26168224299065423,0.24175824175824176,0.25
bkzgccBFztM.001,train/bkzgccBFztM.001.mp4,0.5888888888888889,0.4951456310679611,0.6728971962616823,0.7582417582417583,0.5625
